Lambda,Condition Number
0.005,36.66659432401381
0.005995995995995996,30.768812596738915
0.0069919919919919915,26.54476364772856
0.007987987987987989,23.37049919536155
0.008983983983983984,20.897926651121974
0.009979979979979979,18.917532775495413
0.010975975975975976,17.295663668515914
0.011971971971971971,15.943041226915016
0.012967967967967967,14.797757612224181
0.013963963963963964,13.815533181257326
0.01495995995995996,12.96385895393334
0.015955955955955954,12.218329159455594
0.01695195195195195,11.560264574431523
0.017947947947947948,10.975125998325638
0.01894394394394394,10.451427488338984
0.01993993993993994,9.979974852001343
0.020935935935935936,9.553321222709446
0.021931931931931933,9.165370795048178
0.022927927927927926,8.81108572064039
0.023923923923923923,8.486266135419354
0.02491991991991992,8.187382880324273
0.025915915915915914,7.911448754576685
0.02691191191191191,7.655918329138255
0.027907907907907908,7.418609192386371
0.0289039039039039,7.197639463165895
0.0298998998998999,6.99137778149128
0.030895895895895895,6.798402963671993
0.03189189189189189,6.617471210899337
0.032887887887887886,6.447489271346325
0.03388388388388388,6.287492331765859
0.03487987987987988,6.1366256939684725
0.03587587587587587,5.994129501199699
0.03687187187187187,5.859325938148231
0.03786786786786786,5.731608449484444
0.03886386386386386,5.610432615069304
0.039859859859859854,5.495308392259863
0.04085585585585585,5.385793492174569
0.04185185185185185,5.281487701138312
0.04284784784784784,5.182027993610447
0.043843843843843835,5.087084310813653
0.044839839839839836,4.996355901619319
0.04583583583583583,4.909568140216837
0.04683183183183182,4.826469749628056
0.047827827827827823,4.74683037193964
0.04882382382382382,4.670438435770069
0.04981981981981981,4.597099279397975
0.05081581581581581,4.526633494493601
0.051811811811811805,4.458875460783895
0.0528078078078078,4.3936720464561745
0.0538038038038038,4.330881452834608
0.05479979979979979,4.27037218498329
0.05579579579579579,4.212022132508463
0.056791791791791786,4.155717747037933
0.05778778778778778,4.10135330471921
0.05878378378378378,4.048830243657594
0.059779779779779774,3.9980565675580615
0.06077577577577577,3.9489463079797327
0.06177177177177177,3.9014190385904377
0.06276776776776777,3.855399435647902
0.06376376376376376,3.810816879655319
0.06475975975975976,3.767605093760313
0.06575575575575575,3.72570181500315
0.06675175175175174,3.6850484949845157
0.06774774774774775,3.6455900269265817
0.06874374374374374,3.6072744964515584
0.06973973973973974,3.570052953707608
0.07073573573573573,3.5338792047388856
0.07173173173173174,3.498709620229922
0.07272772772772773,3.4645029599594626
0.07372372372372372,3.431220211478641
0.07471971971971972,3.3988244416867395
0.07571571571571571,3.3672806601173444
0.0767117117117117,3.3365556928709585
0.07770770770770771,3.3066180662392237
0.0787037037037037,3.2774378991624826
0.0796996996996997,3.2489868037482506
0.0806956956956957,3.2212377931543856
0.08169169169169169,3.194165196208592
0.08268768768768768,3.1677445781965052
0.08368368368368369,3.1419526673045555
0.08467967967967968,3.116767286252225
0.08567567567567567,3.0921672886914817
0.08667167167167167,3.068132499990109
0.08766766766766766,3.0446436620503294
0.08866366366366366,3.0216823818455527
0.08965965965965966,2.9992310833861926
0.09065565565565566,2.977272962850928
0.09165165165165165,2.955791946642664
0.09264764764764764,2.934772652149205
0.09364364364364364,2.9142003510072687
0.09463963963963963,2.894060934685543
0.09563563563563564,2.874340882217701
0.09663163163163163,2.8550272299303905
0.09762762762762763,2.836107543023646
0.09862362362362362,2.817569888872936
0.09961961961961961,2.799402811932286
0.1006156156156156,2.7815953101276323
0.10161161161161161,2.7641368126381387
0.1026076076076076,2.747017158971213
0.1036036036036036,2.7302265792441958
0.1045995995995996,2.7137556755922767
0.10559559559559559,2.6975954046283506
0.1065915915915916,2.681737060885974
0.10758758758758759,2.6661722611817575
0.10858358358358358,2.6508929298381907
0.10957957957957958,2.6358912847121068
0.11057557557557557,2.6211598239780862
0.11157157157157156,2.6066913136195633
0.11256756756756757,2.5924787755838445
0.11356356356356356,2.578515476560311
0.11455955955955956,2.5647949173438387
0.11555555555555555,2.5513108227481656
0.11655155155155154,2.53805713203633
0.11754754754754754,2.525027989837481
0.11854354354354354,2.5122177375214947
0.11953953953953954,2.4996209050046803
0.12053553553553553,2.4872322029616605
0.12153153153153153,2.47504651542013
0.12252752752752752,2.4630588927166968
0.12352352352352351,2.4512645447934394
0.12451951951951952,2.4396588348161137
0.1255155155155155,2.428237273096146
0.1265115115115115,2.4169955112996497
0.1275075075075075,2.405929336927806
0.12850350350350348,2.395034668053877
0.1294994994994995,2.38430754830304
0.1304954954954955,2.3737441420620526
0.13149149149149147,2.363340729906612
0.13248748748748748,2.35309370423489
0.1334834834834835,2.3429995650965387
0.13447947947947947,2.3330549162070064
0.13547547547547548,2.3232564611376065
0.13647147147147146,2.313600999672425
0.13746746746746746,2.3040854243235334
0.13846346346346347,2.2947067169966
0.13945945945945945,2.285461945799331
0.14045545545545546,2.276348261985703
0.14145145145145144,2.267362897029241
0.14244744744744745,2.2585031598190874
0.14344344344344342,2.2497664339728183
0.14443943943943943,2.241150175260482
0.14543543543543544,2.232651909134389
0.14643143143143142,2.224269228359757
0.14742742742742743,2.215999790741344
0.1484234234234234,2.2078413169416127
0.1494194194194194,2.199791588386135
0.15041541541541542,2.1918484452521994
0.1514114114114114,2.1840097845367934
0.1524074074074074,2.1762735582003274
0.1534034034034034,2.168637771382658
0.1543993993993994,2.16110048068814
0.15539539539539537,2.1536597925366396
0.15639139139139138,2.1463138615775152
0.1573873873873874,2.139060889163838
0.15838338338338337,2.131899121884156
0.15937937937937938,2.124826850149306
0.16037537537537536,2.117842406831871
0.16137137137137136,2.110944165956021
0.16236736736736737,2.1041305414355533
0.16336336336336335,2.0973999858581127
0.16435935935935936,2.090750989313573
0.16535535535535534,2.084182078264795
0.16635135135135135,2.077691814458907
0.16734734734734735,2.071278793877488
0.16834334334334333,2.064941645723991
