n,Lambda,Condition,Lambda_2,Covariate Condition
1662,0.005,22.821109213880913,0.005,99.13083469504824
1667,0.005,23.081776270552247,0.005,101.43790018010272
1672,0.005,22.457711105655115,0.005,99.00678007439872
1677,0.005,23.102881844687722,0.005,99.89189084898402
1682,0.005,23.135921392254602,0.005,100.31111997568298
1687,0.005,22.535351490333465,0.005,98.20206427780653
1692,0.005,22.838443152966605,0.005,101.06712475361363
1697,0.005,23.6921636994103,0.005,102.43562115167383
1702,0.005,23.597251937653258,0.005,101.92162334022193
1707,0.005,22.976096019987658,0.005,100.59243359955057
1712,0.005,23.621288036161353,0.005,100.6815917437004
1717,0.005,23.253085451031314,0.005,102.35245741307502
1722,0.005,23.697143096410713,0.005,101.80832013673464
1727,0.005,22.86235817895698,0.005,100.13552077744838
1732,0.005,23.56626939999853,0.005,101.08863524671845
1737,0.005,23.063804054724294,0.005,100.9897162706997
1742,0.005,22.839405560738918,0.005,99.91823650387708
1747,0.005,23.2197992335225,0.005,101.12411105416827
1752,0.005,23.186039214398285,0.005,99.93151584190379
1757,0.005,23.32046814601242,0.005,100.55596957471869
1762,0.005,22.47668186993626,0.005,99.38506759371859
1767,0.005,22.811246429785115,0.005,100.18900027361336
1772,0.005,23.14415047865879,0.005,101.83077184952101
1777,0.005,23.02122732612721,0.005,100.33765665420994
1782,0.005,23.71670104767994,0.005,101.15092036701152
1787,0.005,23.137576282831915,0.005,100.62916046332981
1792,0.005,22.96058503623568,0.005,100.96404164437033
1797,0.005,23.358389810696853,0.005,99.55355451812147
1802,0.005,23.765968889886597,0.005,102.29543051329844
1807,0.005,23.455143522440697,0.005,101.79946847006482
1812,0.005,22.40283332880689,0.005,98.98625593728977
1817,0.005,23.215816290419472,0.005,101.36851229117819
1822,0.005,22.86028213228188,0.005,99.89374543469162
1827,0.005,22.759087502386656,0.005,100.15352970258029
1832,0.005,22.781370700804604,0.005,99.73833822345823
1837,0.005,23.01536750979608,0.005,100.03873494374857
1842,0.005,22.827770657473977,0.005,100.62277017034688
1847,0.005,23.077994305082914,0.005,100.2466459196922
1852,0.005,22.669703407097266,0.005,99.43015477138668
1857,0.005,22.683429318399963,0.005,99.925982638125
1862,0.005,23.05349565016799,0.005,100.47501763825937
1867,0.005,22.583450906447435,0.005,100.5481818531366
1872,0.005,23.24265531497348,0.005,101.27813103731353
1877,0.005,22.97795710755194,0.005,100.28402626510358
1882,0.005,22.88571113328497,0.005,100.32417375792072
1887,0.005,22.685114075486215,0.005,99.90970459057118
1892,0.005,23.21592185100582,0.005,99.87110156252832
1897,0.005,23.223501628615395,0.005,102.102443524419
1902,0.005,23.380103169960933,0.005,101.26992964353703
1907,0.005,22.88905074981347,0.005,100.37699607472847
1912,0.005,22.939226926237705,0.005,99.65103967623561
1917,0.005,22.63813212480208,0.005,99.15592486433756
1922,0.005,23.214790688057892,0.005,100.28889389358615
1927,0.005,22.914934696112642,0.005,100.91482668709006
1932,0.005,22.553194601695957,0.005,99.86804380520316
1937,0.005,22.85848242432883,0.005,99.73811943028737
1942,0.005,23.061776746246856,0.005,100.9819741614534
1947,0.005,23.215448615171653,0.005,100.94890538885966
1952,0.005,23.326066564847142,0.005,101.13814136670128
1957,0.005,22.70639681483846,0.005,100.62172871453035
1962,0.005,23.70224707396445,0.005,102.08059314799854
1967,0.005,23.261349932451918,0.005,100.18407661308149
1972,0.005,23.143497840574366,0.005,99.61139108345512
1977,0.005,23.288944247284654,0.005,100.64013271356762
1982,0.005,22.508863205952803,0.005,100.34262076697257
1987,0.005,23.259157295119575,0.005,100.34459884377529
1992,0.005,23.101297752871226,0.005,101.05970716480107
1997,0.005,23.00473454963533,0.005,100.68705669220256
2003,0.005,22.778878058642984,0.005,100.33955060453063
2008,0.005,22.811240193404043,0.005,100.88905799166919
2013,0.005,23.333609058240576,0.005,100.59925250187858
2018,0.005,22.98534472604933,0.005,100.01930467506102
2023,0.005,22.81431156543487,0.005,100.32853519181042
2028,0.005,23.320755374237212,0.005,101.44379450398088
2033,0.005,23.127646218421354,0.005,100.23620228716027
2038,0.005,23.015043863011584,0.005,100.12554203259903
2043,0.005,23.359244370826428,0.005,102.05936390504533
2048,0.005,22.908639530759253,0.005,100.60657471688053
2053,0.005,23.296838140995707,0.005,100.65245578677587
2058,0.005,22.80577812894144,0.005,99.5113733315274
2063,0.005,23.41566026619198,0.005,100.71276754320158
2068,0.005,23.455491909825838,0.005,101.47344163269675
2073,0.005,23.355725552641196,0.005,101.24041138190078
2078,0.005,22.589881962051106,0.005,99.73751344037727
2083,0.005,22.743533686986336,0.005,98.83260865290076
2088,0.005,23.042066551392363,0.005,100.10601315406475
2093,0.005,22.940497107471835,0.005,100.8169712664829
2098,0.005,22.626335068527396,0.005,100.13158815005004
2103,0.005,23.282774986405613,0.005,101.16464206645357
2108,0.005,22.9286297038204,0.005,100.71442884346453
2113,0.005,22.784543184962644,0.005,99.96022294356598
2118,0.005,22.915599987470006,0.005,99.83502277815967
2123,0.005,23.658369999861183,0.005,101.35060535879778
2128,0.005,23.134263997868565,0.005,99.91258714863598
2133,0.005,23.12595077433407,0.005,99.77761567109647
2138,0.005,22.938198398714118,0.005,99.93031215845275
2143,0.005,22.84077914095729,0.005,100.54519788495135
2148,0.005,23.532284437434846,0.005,101.53521834952866
2153,0.005,23.04503310507787,0.005,100.78063092807814
2158,0.005,22.500375416984806,0.005,99.03576733150878
2163,0.005,23.108247659346794,0.005,99.55400435422926
2168,0.005,23.469054978248362,0.005,100.66624498707922
2173,0.005,23.205881030282516,0.005,99.84723407038085
2178,0.005,22.928537765569555,0.005,99.36804714288417
2183,0.005,22.971971626546072,0.005,99.32542534008851
2188,0.005,23.30715592990773,0.005,101.20235424840435
2193,0.005,23.01050619765595,0.005,100.19283418964835
2198,0.005,22.992444796646414,0.005,100.35012320208706
2203,0.005,23.181897822041847,0.005,100.23899379707896
2208,0.005,23.078517752637634,0.005,101.5947246803156
2213,0.005,22.573897954857447,0.005,99.69061644320075
2218,0.005,22.316474263551196,0.005,99.5356402450375
2223,0.005,22.933823367140487,0.005,100.20831136237796
2228,0.005,23.30315119236418,0.005,100.56907457732322
2233,0.005,22.79431006409175,0.005,99.88165461741218
2238,0.005,22.61422899943104,0.005,100.26185113801631
2243,0.005,22.871995732041878,0.005,100.9848760109056
2248,0.005,23.08997603976524,0.005,99.97148044014676
2253,0.005,22.914682638808014,0.005,100.55113699322504
2258,0.005,22.517756260400812,0.005,99.03451621166954
2263,0.005,22.69789648772727,0.005,100.73538699187739
2268,0.005,23.12216343141148,0.005,101.67011545515004
2273,0.005,22.77388116105769,0.005,99.86168721746887
2278,0.005,22.923589524638324,0.005,99.67176768087354
2283,0.005,23.107514850636253,0.005,100.85086665592065
2288,0.005,22.952547664415803,0.005,99.5196160230336
2293,0.005,22.894964831095052,0.005,100.62838751032268
2298,0.005,23.186172180327635,0.005,100.9251799808303
2303,0.005,23.025182787583642,0.005,101.24991083755731
2308,0.005,22.70529463684712,0.005,99.90137026688501
2313,0.005,23.11452126047814,0.005,101.53786677125176
2318,0.005,22.88515865459695,0.005,100.12516790190595
2323,0.005,22.785080499726128,0.005,99.37330334291828
2328,0.005,23.193848094685983,0.005,101.1074543247852
2333,0.005,22.70694269970231,0.005,100.3794254953032
2338,0.005,23.09273140104757,0.005,100.62533395096678
2343,0.005,22.842152336648617,0.005,99.85094928687643
2348,0.005,23.04176021112261,0.005,100.78478759363338
2353,0.005,22.85985809561083,0.005,100.4077622851176
2358,0.005,22.98782152856747,0.005,100.44277846895919
2363,0.005,22.984818866890937,0.005,100.4181248734231
2368,0.005,22.718637976976503,0.005,100.17223771088713
2373,0.005,22.728812038738667,0.005,99.79834054748383
2378,0.005,22.86974716200619,0.005,100.33335746663104
2383,0.005,22.815834338350548,0.005,100.71105715593502
2388,0.005,22.860122428855178,0.005,100.26215852508068
2393,0.005,23.203856316273157,0.005,101.41755292268334
2398,0.005,22.993921716957775,0.005,100.37935917083449
2403,0.005,22.94675784011829,0.005,100.02366528610624
2408,0.005,22.98899042114867,0.005,99.88823038838022
2413,0.005,22.842013458167735,0.005,101.10456482480576
2418,0.005,23.095829560270598,0.005,100.5657919267446
2423,0.005,22.982470885293388,0.005,100.75922425529004
2428,0.005,23.013327154945934,0.005,100.1546714203671
2433,0.005,22.907633640293824,0.005,100.87370826764665
2438,0.005,23.239100962112712,0.005,101.37924642367352
2443,0.005,23.19001451230454,0.005,101.06826161911177
2448,0.005,22.837112585502084,0.005,100.06843413398423
2453,0.005,22.65248398613042,0.005,100.01189024270225
2458,0.005,22.927719895692928,0.005,100.84085398440925
2463,0.005,22.912748881263358,0.005,100.06958369063125
2468,0.005,22.863546829378755,0.005,99.99192235002933
2473,0.005,23.134355616935743,0.005,101.08160361132592
2478,0.005,22.837547200962327,0.005,100.13384946449204
2483,0.005,22.83265042671803,0.005,100.8822892712087
2488,0.005,22.882225168034054,0.005,100.60082123953019
2493,0.005,23.302760460276254,0.005,100.94694344649608
2498,0.005,23.161145364487272,0.005,100.30833728273943
2504,0.005,22.982787105131024,0.005,99.94714323541808
2509,0.005,23.005949950110516,0.005,100.21707636888222
2514,0.005,22.940411025046714,0.005,99.98526985888194
2519,0.005,23.247725116945123,0.005,101.33391927279662
2524,0.005,23.114368332887807,0.005,100.7415726672217
2529,0.005,23.11145747344568,0.005,99.63731461588307
2534,0.005,22.802147849310376,0.005,100.29177623539765
2539,0.005,22.99581333616205,0.005,100.49873531244931
2544,0.005,23.220463363217746,0.005,100.636349554213
2549,0.005,23.126212430423227,0.005,100.64924651042125
2554,0.005,22.75201969804543,0.005,100.35485099054965
2559,0.005,23.05956736528029,0.005,100.35166409411136
2564,0.005,22.75537063878957,0.005,100.23842221301739
2569,0.005,23.180497617177704,0.005,100.8707706029194
2574,0.005,22.882222916756692,0.005,100.13228242799302
2579,0.005,23.107641657956925,0.005,100.62938095406126
2584,0.005,23.036134541798944,0.005,100.37986128199482
2589,0.005,22.909104409096667,0.005,100.3567169217958
2594,0.005,23.02441404676191,0.005,100.25933437269444
2599,0.005,22.81356758168555,0.005,99.69195905476785
2604,0.005,23.208233933972107,0.005,100.92032961920455
2609,0.005,23.045346577607752,0.005,100.51740041855479
2614,0.005,23.0236775108978,0.005,100.31815026692232
2619,0.005,23.050187935553645,0.005,99.66002347485244
2624,0.005,23.025565745308434,0.005,100.19868534164937
2629,0.005,22.87124008888136,0.005,100.16752043056795
2634,0.005,23.009084921489972,0.005,100.57162264205662
2639,0.005,22.875733391645777,0.005,100.27552961192436
2644,0.005,23.037022086224702,0.005,100.18487263317436
2649,0.005,23.12975138981349,0.005,100.51534564135405
2654,0.005,23.09009611907995,0.005,100.76801928045062
2659,0.005,22.92729149037477,0.005,100.50073691867485
2664,0.005,23.16378933457353,0.005,100.61621306840607
2669,0.005,22.86670080083031,0.005,100.32422073649875
2674,0.005,23.062761981844712,0.005,100.56694981673111
2679,0.005,23.005095656131832,0.005,100.41738918827075
2684,0.005,23.187441534609547,0.005,100.43140720963909
2689,0.005,23.382480981223658,0.005,100.25517806129821
2694,0.005,23.245702398634975,0.005,100.88183511348481
2699,0.005,23.17106827978421,0.005,100.655775534401
2704,0.005,22.875405751306925,0.005,100.1485960125943
2709,0.005,22.92794025088589,0.005,100.05860045352246
2714,0.005,23.160395454081822,0.005,100.89001469957311
2719,0.005,22.95421324080986,0.005,100.22721590447885
2724,0.005,22.817221060091267,0.005,99.86069607030703
2729,0.005,22.978441001042604,0.005,100.44400236478147
2734,0.005,23.039724422104104,0.005,100.42142864421584
2739,0.005,23.09723039239914,0.005,100.41870322840663
2744,0.005,22.967024777808174,0.005,100.2813076074242
2749,0.005,22.859085424946073,0.005,100.24509999303908
2754,0.005,22.929843477590122,0.005,100.03168737706356
2759,0.005,22.898205415974996,0.005,100.3580220346154
2764,0.005,23.312540198756093,0.005,100.51680385746387
2769,0.005,22.870527784986795,0.005,100.12945383085255
2774,0.005,22.89437304662727,0.005,100.72621474379301
2779,0.005,23.10150960272805,0.005,100.94344849623633
2784,0.005,23.103451443016578,0.005,100.78220035390761
2789,0.005,22.95247281636763,0.005,100.62391438563769
2794,0.005,23.05359388325501,0.005,100.61575462860138
2799,0.005,22.955298159687107,0.005,100.29644613815252
2804,0.005,23.043300712087877,0.005,100.71068576212537
2809,0.005,23.07790936393637,0.005,100.50602659073911
2814,0.005,23.14422928867226,0.005,100.4105591242223
2819,0.005,23.011840352951754,0.005,100.61526642741849
2824,0.005,23.029064145415603,0.005,100.5690036245185
2829,0.005,22.830028024368193,0.005,100.24812320430928
2834,0.005,22.974455038146083,0.005,100.30333326228289
2839,0.005,22.96531134777527,0.005,100.32653556578117
2844,0.005,22.9849572030912,0.005,100.32406178159529
2849,0.005,23.061526620568216,0.005,100.45800896876432
2854,0.005,23.05400775476871,0.005,100.4954322676131
2859,0.005,23.018821933881657,0.005,100.46708667626187
2864,0.005,23.053890625390224,0.005,100.7736531516339
2869,0.005,23.00452276833756,0.005,100.30196291599779
2874,0.005,23.024971527909194,0.005,100.46250011790517
2879,0.005,22.977712117682888,0.005,100.2681824766646
2884,0.005,22.960468145770605,0.005,100.36039499715415
2889,0.005,23.015840649245433,0.005,100.21458842167088
2894,0.005,22.983720641538376,0.005,100.42663286044512
2899,0.005,23.007128828870698,0.005,100.45681024216577
2904,0.005,22.969886671295416,0.005,100.32028026040754
2909,0.005,22.96647184719759,0.005,100.38371526736971
