Lambda,Sparsity,Condition Number,Rank
0.005,0.011368477470397043,44.93178033768374,2913
0.005995995995995996,0.011368477470397043,37.634330494799535,2913
0.0069919919919919915,0.011368477470397043,32.415880239522274,2913
0.007987987987987989,0.011368477470397043,28.49876397346881,2913
0.008983983983983984,0.011368477470397043,25.450172959122167,2913
0.009979979979979979,0.011368477470397043,23.010073722637298,2913
0.010975975975975976,0.011368477470397043,21.012817477148005,2913
0.011971971971971971,0.011368477470397043,19.34787911252609,2913
0.012967967967967967,0.011368477470397043,17.938688600977503,2913
0.013963963963963964,0.011368477470397043,16.730521615247596,2913
0.01495995995995996,0.011368477470397043,15.68322739983685,2913
0.015955955955955954,0.011368477470397043,14.766680259576221,2913
0.01695195195195195,0.011368477470397043,13.957834504122225,2913
0.017947947947947948,0.011368477470397043,13.238759979626384,2913
0.01894394394394394,0.011368477470397043,12.59529730144713,2913
0.01993993993993994,0.011368477470397043,12.016116110897455,2913
0.020935935935935936,0.011368477470397043,11.492042143496121,2913
0.021931931931931933,0.011368477470397043,11.015567656076357,2913
0.022927927927927926,0.011368477470397043,10.580489456742088,2913
0.023923923923923923,0.011368477470397043,10.181637351403323,2913
0.02491991991991992,0.011368477470397043,9.814667710642713,2913
0.025915915915915914,0.011368477470397043,9.475904638096805,2913
0.02691191191191191,0.011368477470397043,9.16221640842437,2913
0.027907907907907908,0.011368477470397043,8.87091836380722,2913
0.0289039039039039,0.011368477470397043,8.599695886877123,2913
0.0298998998998999,0.011368477470397043,8.346542768714201,2913
0.030895895895895895,0.011368477470397043,8.109711497869245,2913
0.03189189189189189,0.011368477470397043,7.887672864327274,2913
0.032887887887887886,0.011368477470397043,7.67908290372192,2913
0.03388388388388388,0.011368477470397043,7.482755671467744,2913
0.03487987987987988,0.011368477470397043,7.297640681497964,2913
0.03587587587587587,0.011368477470397043,7.122804103108568,2913
0.03687187187187187,0.011368477470397043,6.957413005302732,2913
0.03786786786786786,0.011368477470397043,6.800722087551571,2913
0.03886386386386386,0.011368477470397043,6.652062450921782,2913
0.039859859859859854,0.011368477470397043,6.510832052685987,2913
0.04085585585585585,0.011368477470397043,6.376487557132895,2913
0.04185185185185185,0.011368477470397043,6.248537349989106,2913
0.04284784784784784,0.011368477470397043,6.126535527116049,2913
0.043843843843843835,0.011368477470397043,6.010076702554803,2913
0.044839839839839836,0.011368477470397043,5.898791508521634,2913
0.04583583583583583,0.011368477470397043,5.792342682103593,2913
0.04683183183183182,0.011368477470397043,5.690421651310741,2913
0.047827827827827823,0.011368477470397043,5.592745547692733,2913
0.04882382382382382,0.011368477470397043,5.499054584607071,2913
0.04981981981981981,0.011368477470397043,5.409109749968363,2913
0.05081581581581581,0.011368477470397043,5.322690770331613,2913
0.051811811811811805,0.011368477470397043,5.239594309798025,2913
0.0528078078078078,0.011368477470397043,5.159632372740667,2913
0.0538038038038038,0.011368477470397043,5.082630883938902,2913
0.05479979979979979,0.011368477470397043,5.008428423550476,2913
0.05579579579579579,0.011368477470397043,4.936875097573563,2913
0.056791791791791786,0.011368477470397043,4.867831527165512,2913
0.05778778778778778,0.011368477470397043,4.8011679424784806,2913
0.05878378378378378,0.011368477470397043,4.736763368615963,2913
0.059779779779779774,0.011368477470397043,4.67450489296626,2913
0.06077577577577577,0.011368477470397043,4.614287004577758,2913
0.06177177177177177,0.011368477470397043,4.556010997444847,2913
0.06276776776776777,0.011368477470397043,4.499584430605556,2913
0.06376376376376376,0.011368477470397043,4.444920638839111,2913
0.06475975975975976,0.011368477470397043,4.3919382885158855,2913
0.06575575575575575,0.011368477470397043,4.340560973812267,2913
0.06675175175175174,0.011368477470397043,4.290716849074555,2913
0.06774774774774775,0.011368477470397043,4.242338293611699,2913
0.06874374374374374,0.011368477470397043,4.195361605627975,2913
0.06973973973973974,0.011368477470397043,4.149726722382479,2913
0.07073573573573573,0.011368477470397043,4.105376963990396,2913
0.07173173173173174,0.011368477470397043,4.062258798568158,2913
0.07272772772772773,0.011368477470397043,4.020321626676455,2913
0.07372372372372372,0.011368477470397043,3.9795175832360536,2913
0.07471971971971972,0.011368477470397043,3.9398013552861038,2913
0.07571571571571571,0.011368477470397043,3.90113001412613,2913
0.0767117117117117,0.011368477470397043,3.8634628605344288,2913
0.07770770770770771,0.011368477470397043,3.826761281889706,2913
0.0787037037037037,0.011368477470397043,3.790988620141434,2913
0.0796996996996997,0.011368477470397043,3.7561100496799376,2913
0.0806956956956957,0.011368477470397043,3.722092464250917,2913
0.08169169169169169,0.011368477470397043,3.688904372142464,2913
0.08268768768768768,0.011368477470397043,3.656515798947065,2913
0.08368368368368369,0.011368477470397043,3.624898197267567,2913
0.08467967967967968,0.011368477470397043,3.594024362795254,2913
0.08567567567567567,0.011368477470397043,3.563868356241629,2913
0.08667167167167167,0.011368477470397043,3.534405430652925,2913
0.08766766766766766,0.011368477470397043,3.5056119636793484,2913
0.08866366366366366,0.011368477470397043,3.4774653944093594,2913
0.08965965965965966,0.011368477470397043,3.4499441644141,2913
0.09065565565565566,0.011368477470397043,3.4230276626781273,2913
0.09165165165165165,0.011368477470397043,3.3966961741208155,2913
0.09264764764764764,0.011368477470397043,3.370930831438266,2913
0.09364364364364364,0.011368477470397043,3.345713570018469,2913
0.09463963963963963,0.011368477470397043,3.3210270857033164,2913
0.09563563563563564,0.011368477470397043,3.296854795189948,2913
0.09663163163163163,0.011368477470397043,3.2731807988809782,2913
0.09762762762762763,0.011368477470397043,3.2499898460087366,2913
0.09862362362362362,0.011368477470397043,3.2272673018727636,2913
0.09961961961961961,0.011368477470397043,3.204999117042663,2913
0.1006156156156156,0.011368477470397043,3.1831717983900947,2913
0.10161161161161161,0.011368477470397043,3.1617723818244827,2913
0.1026076076076076,0.011368477470397043,3.1407884066165743,2913
0.1036036036036036,0.011368477470397043,3.1202078912030733,2913
0.1045995995995996,0.011368477470397043,3.100019310373594,2913
0.10559559559559559,0.011368477470397043,3.080211573748667,2913
0.1065915915915916,0.011368477470397043,3.060774005464368,2913
0.10758758758758759,0.011368477470397043,3.0416963249853617,2913
0.10858358358358358,0.011368477470397043,3.022968628973921,2913
0.10957957957957958,0.011368477470397043,3.004581374147715,2913
0.11057557557557557,0.011368477470397043,2.986525361064047,2913
0.11157157157157156,0.011368477470397043,2.968791718772624,2913
0.11256756756756757,0.011368477470397043,2.9513718902831076,2913
0.11356356356356356,0.011368477470397043,2.934257618797348,2913
0.11455955955955956,0.011368477470397043,2.91744093465985,2913
0.11555555555555555,0.011368477470397043,2.9009141429830922,2913
0.11655155155155154,0.011368477470397043,2.8846698119073126,2913
0.11754754754754754,0.011368477470397043,2.868700761457178,2913
0.11854354354354354,0.011368477470397043,2.8530000529601915,2913
0.11953953953953954,0.011368477470397043,2.8375609789941065,2913
0.12053553553553553,0.011368477470397043,2.8223770538327044,2913
0.12153153153153153,0.011368477470397043,2.8074420043614063,2913
0.12252752752752752,0.011368477470397043,2.7927497614359447,2913
0.12352352352352351,0.011368477470397043,2.7782944516590713,2913
0.12451951951951952,0.011368477470397043,2.7640703895519536,2913
0.1255155155155155,0.011368477470397043,2.750072070098285,2913
0.1265115115115115,0.011368477470397043,2.7362941616405867,2913
0.1275075075075075,0.011368477470397043,2.722731499109444,2913
0.12850350350350348,0.011368477470397043,2.7093790775676125,2913
0.1294994994994995,0.011368477470397043,2.6962320460520446,2913
0.1304954954954955,0.011368477470397043,2.68328570169792,2913
0.13149149149149147,0.011368477470397043,2.670535484129713,2913
0.13248748748748748,0.011368477470397043,2.657976970105272,2913
0.1334834834834835,0.011368477470397043,2.6456058683996564,2913
0.13447947947947947,0.011368477470397043,2.6334180149163684,2913
0.13547547547547548,0.011368477470397043,2.6214093680141777,2913
0.13647147147147146,0.011368477470397043,2.609576004038616,2913
0.13746746746746746,0.011368477470397043,2.5979141130477337,2913
0.13846346346346347,0.011368477470397043,2.5864199947222946,2913
0.13945945945945945,0.011368477470397043,2.5750900544512514,2913
0.14045545545545546,0.011368477470397043,2.5639207995837676,2913
0.14145145145145144,0.011368477470397043,2.5529088358395713,2913
0.14244744744744745,0.011368477470397043,2.542050863869917,2913
0.14344344344344342,0.011368477470397043,2.531343675961807,2913
0.14443943943943943,0.011368477470397043,2.520784152878575,2913
0.14543543543543544,0.011368477470397043,2.510369260830311,2913
0.14643143143143142,0.011368477470397043,2.5000960485678765,2913
0.14742742742742743,0.011368477470397043,2.489961644594777,2913
0.1484234234234234,0.011368477470397043,2.479963254491239,2913
0.1494194194194194,0.011368477470397043,2.470098158345341,2913
0.15041541541541542,0.011368477470397043,2.4603637082861884,2913
0.1514114114114114,0.011368477470397043,2.4507573261144673,2913
0.1524074074074074,0.011368477470397043,2.441276501025883,2913
0.1534034034034034,0.011368477470397043,2.431918787423308,2913
0.1543993993993994,0.011368477470397043,2.4226818028135897,2913
0.15539539539539537,0.011368477470397043,2.4135632257852513,2913
0.15639139139139138,0.011368477470397043,2.40456079406347,2913
0.1573873873873874,0.011368477470397043,2.3956723026388933,2913
0.15838338338338337,0.011368477470397043,2.3868956019670744,2913
0.15937937937937938,0.011368477470397043,2.37822859623541,2913
0.16037537537537536,0.011368477470397043,2.3696692416946523,2913
0.16137137137137136,0.011368477470397043,2.361215545052224,2913
0.16236736736736737,0.011368477470397043,2.3528655619246592,2913
0.16336336336336335,0.011368477470397043,2.344617395346639,2913
0.16435935935935936,0.011368477470397043,2.3364691943342826,2913
0.16535535535535534,0.011368477470397043,2.328419152500302,2913
0.16635135135135135,0.011368477470397043,2.3204655067189544,2913
0.16734734734734735,0.011368477470397043,2.312606535838649,2913
0.16834334334334333,0.011368477470397043,2.304840559440249,2913
0.16933933933933934,0.011368477470397043,2.2971659366392,2913
0.17033533533533532,0.011368477470397043,2.2895810649297004,2913
0.17133133133133133,0.011368477470397043,2.2820843790691483,2913
0.1723273273273273,0.011368477470397043,2.2746743500013067,2913
0.17332332332332331,0.011368477470397043,2.2673494838165937,2913
0.17431931931931932,0.011368477470397043,2.260108320747992,2913
0.1753153153153153,0.011368477470397043,2.2529494342012133,2913
0.1763113113113113,0.011368477470397043,2.2458714298177114,2913
0.1773073073073073,0.011368477470397043,2.238872944569302,2913
0.1783033033033033,0.011368477470397043,2.2319526458830916,2913
0.1792992992992993,0.011368477470397043,2.225109230795613,2913
0.18029529529529528,0.011368477470397043,2.2183414251349527,2913
0.1812912912912913,0.011368477470397043,2.2116479827298874,2913
0.18228728728728727,0.011368477470397043,2.2050276846448997,2913
0.18328328328328328,0.011368477470397043,2.198479338440175,2913
0.18427927927927926,0.011368477470397043,2.1920017774555687,2913
0.18527527527527526,0.011368477470397043,2.1855938601176845,2913
0.18627127127127127,0.011368477470397043,2.1792544692691753,2913
0.18726726726726725,0.011368477470397043,2.172982511519455,2913
0.18826326326326326,0.011368477470397043,2.1667769166160062,2913
0.18925925925925924,0.011368477470397043,2.160636636835558,2913
0.19025525525525525,0.011368477470397043,2.154560646394372,2913
0.19125125125125125,0.011368477470397043,2.1485479408769566,2913
0.19224724724724723,0.011368477470397043,2.142597536682557,2913
0.19324324324324324,0.011368477470397043,2.136708470488732,2913
0.19423923923923922,0.011368477470397043,2.13087979873146,2913
0.19523523523523523,0.011368477470397043,2.1251105971011515,2913
0.1962312312312312,0.011368477470397043,2.1193999600539977,2913
0.19722722722722721,0.011368477470397043,2.1137470003381513,2913
0.19822322322322322,0.011368477470397043,2.108150848534159,2913
0.1992192192192192,0.011368477470397043,2.102610652609206,2913
0.2002152152152152,0.011368477470397043,2.09712557748466,2913
0.2012112112112112,0.011368477470397043,2.09169480461644,2913
0.2022072072072072,0.011368477470397043,2.0863175315878184,2913
0.2032032032032032,0.011368477470397043,2.0809929717141755,2913
0.20419919919919918,0.011368477470397043,2.075720353659318,2913
0.2051951951951952,0.011368477470397043,2.0704989210629994,2913
0.20619119119119117,0.011368477470397043,2.065327932179198,2913
0.20718718718718718,0.011368477470397043,2.060206659524865,2913
0.20818318318318318,0.011368477470397043,2.0551343895387206,2913
0.20917917917917916,0.011368477470397043,2.0501104222498325,2913
0.21017517517517517,0.011368477470397043,2.0451340709555876,2913
0.21117117117117115,0.011368477470397043,2.040204661908797,2913
0.21216716716716716,0.011368477470397043,2.0353215340135975,2913
0.21316316316316314,0.011368477470397043,2.030484038529903,2913
0.21415915915915915,0.011368477470397043,2.0256915387860728,2913
0.21515515515515515,0.011368477470397043,2.0209434098995858,2913
0.21615115115115113,0.011368477470397043,2.0162390385054167,2913
0.21714714714714714,0.011368477470397043,2.011577822491914,2913
0.21814314314314312,0.011368477470397043,2.0069591707438788,2913
0.21913913913913913,0.011368477470397043,2.0023825028926785,2913
0.22013513513513513,0.011368477470397043,1.9978472490731338,2913
0.22113113113113111,0.011368477470397043,1.9933528496869743,2913
0.22212712712712712,0.011368477470397043,1.9888987551726574,2913
0.2231231231231231,0.011368477470397043,1.9844844257813596,2913
0.2241191191191191,0.011368477470397043,1.9801093313589306,2913
0.2251151151151151,0.011368477470397043,1.9757729511336424,2913
0.2261111111111111,0.011368477470397043,1.9714747735095504,2913
0.2271071071071071,0.011368477470397043,1.9672142958652743,2913
0.22810310310310308,0.011368477470397043,1.9629910243580884,2913
0.2290990990990991,0.011368477470397043,1.9588044737330705,2913
0.23009509509509507,0.011368477470397043,1.9546541671372566,2913
0.23109109109109108,0.011368477470397043,1.9505396359385643,2913
0.23208708708708709,0.011368477470397043,1.9464604195494102,2913
0.23308308308308306,0.011368477470397043,1.942416065254813,2913
0.23407907907907907,0.011368477470397043,1.9384061280449307,2913
0.23507507507507505,0.011368477470397043,1.9344301704518063,2913
