Lambda,Condition,Condition Number
0.776896897,1.141573036,1.639702588
0.777892893,1.14139177,1.638883528
0.778888889,1.141210966,1.638066562
0.779884885,1.141030625,1.637251683
0.780880881,1.140850744,1.636438883
0.781876877,1.140671321,1.635628154
0.782872873,1.140492354,1.634819487
0.783868869,1.140313843,1.634012876
0.784864865,1.140135784,1.633208311
0.785860861,1.139958177,1.632405786
0.786856857,1.139781019,1.631605293
0.787852853,1.139604309,1.630806824
0.788848849,1.139428046,1.630010371
0.789844845,1.139252227,1.629215926
0.790840841,1.139076851,1.628423483
0.791836837,1.138901916,1.627633033
0.792832833,1.13872742,1.626844569
0.793828829,1.138553363,1.626058084
0.794824825,1.138379741,1.62527357
0.795820821,1.138206555,1.624491019
0.796816817,1.138033801,1.623710425
0.797812813,1.137861478,1.62293178
0.798808809,1.137689586,1.622155077
0.799804805,1.137518121,1.621380308
0.800800801,1.137347083,1.620607466
0.801796797,1.13717647,1.619836544
0.802792793,1.13700628,1.619067535
0.803788789,1.136836512,1.618300432
0.804784785,1.136667164,1.617535228
0.805780781,1.136498235,1.616771916
0.806776777,1.136329723,1.616010488
0.807772773,1.136161626,1.615250937
0.808768769,1.135993944,1.614493258
0.809764765,1.135826674,1.613737442
0.810760761,1.135659815,1.612983484
0.811756757,1.135493365,1.612231375
0.812752753,1.135327323,1.61148111
0.813748749,1.135161688,1.610732682
0.814744745,1.134996458,1.609986083
0.815740741,1.134831631,1.609241308
0.816736737,1.134667206,1.608498349
0.817732733,1.134503182,1.6077572
0.818728729,1.134339557,1.607017854
0.819724725,1.13417633,1.606280304
0.820720721,1.134013498,1.605544545
0.821716717,1.133851062,1.60481057
0.822712713,1.133689018,1.604078371
0.823708709,1.133527367,1.603347944
0.824704705,1.133366106,1.60261928
0.825700701,1.133205234,1.601892375
0.826696697,1.13304475,1.601167221
0.827692693,1.132884652,1.600443812
0.828688689,1.132724939,1.599722142
0.829684685,1.132565609,1.599002205
0.830680681,1.132406661,1.598283994
0.831676677,1.132248094,1.597567504
0.832672673,1.132089906,1.596852727
0.833668669,1.131932097,1.596139659
0.834664665,1.131774664,1.595428292
0.835660661,1.131617606,1.594718621
0.836656657,1.131460922,1.59401064
0.837652653,1.131304611,1.593304342
0.838648649,1.131148671,1.592599722
0.839644645,1.130993101,1.591896773
0.840640641,1.1308379,1.59119549
0.841636637,1.130683066,1.590495867
0.842632633,1.130528598,1.589797898
0.843628629,1.130374494,1.589101577
0.844624625,1.130220755,1.588406898
0.845620621,1.130067377,1.587713856
0.846616617,1.12991436,1.587022444
0.847612613,1.129761703,1.586332658
0.848608609,1.129609404,1.58564449
0.849604605,1.129457463,1.584957936
0.850600601,1.129305877,1.584272989
0.851596597,1.129154645,1.583589645
0.852592593,1.129003767,1.582907898
0.853588589,1.128853241,1.582227741
0.854584585,1.128703066,1.58154917
0.855580581,1.128553241,1.580872178
0.856576577,1.128403764,1.580196761
0.857572573,1.128254634,1.579522913
0.858568569,1.12810585,1.578850629
0.859564565,1.127957412,1.578179902
0.860560561,1.127809316,1.577510728
0.861556557,1.127661563,1.576843101
0.862552553,1.127514151,1.576177016
0.863548549,1.12736708,1.575512467
0.864544545,1.127220347,1.57484945
0.865540541,1.127073952,1.574187958
0.866536537,1.126927893,1.573527987
0.867532533,1.12678217,1.572869532
0.868528529,1.126636781,1.572212586
0.869524525,1.126491725,1.571557146
0.870520521,1.126347001,1.570903206
0.871516517,1.126202608,1.57025076
0.872512513,1.126058544,1.569599804
0.873508509,1.125914809,1.568950332
0.874504505,1.125771402,1.568302339
0.875500501,1.12562832,1.567655821
0.876496496,1.125485564,1.567010773
0.877492492,1.125343132,1.566367188
0.878488488,1.125201023,1.565725063
0.879484484,1.125059236,1.565084393
0.88048048,1.124917769,1.564445171
0.881476476,1.124776623,1.563807395
0.882472472,1.124635794,1.563171058
0.883468468,1.124495284,1.562536155
0.884464464,1.12435509,1.561902683
0.88546046,1.124215211,1.561270636
0.886456456,1.124075646,1.560640009
0.887452452,1.123936395,1.560010798
0.888448448,1.123797456,1.559382997
0.889444444,1.123658828,1.558756602
0.89044044,1.123520511,1.558131609
0.891436436,1.123382502,1.557508012
0.892432432,1.123244802,1.556885807
0.893428428,1.123107408,1.55626499
0.894424424,1.122970321,1.555645555
0.89542042,1.122833538,1.555027498
0.896416416,1.122697059,1.554410815
0.897412412,1.122560884,1.5537955
0.898408408,1.12242501,1.55318155
0.899404404,1.122289437,1.552568959
0.9004004,1.122154164,1.551957724
0.901396396,1.12201919,1.551347839
0.902392392,1.121884514,1.550739301
0.903388388,1.121750135,1.550132105
0.904384384,1.121616052,1.549526246
0.90538038,1.121482264,1.54892172
0.906376376,1.12134877,1.548318523
0.907372372,1.121215569,1.54771665
0.908368368,1.12108266,1.547116096
0.909364364,1.120950043,1.546516859
0.91036036,1.120817715,1.545918932
0.911356356,1.120685677,1.545322312
0.912352352,1.120553927,1.544726995
0.913348348,1.120422464,1.544132977
0.914344344,1.120291288,1.543540252
0.91534034,1.120160397,1.542948818
0.916336336,1.120029791,1.542358669
0.917332332,1.119899469,1.541769802
0.918328328,1.119769429,1.541182212
0.919324324,1.11963967,1.540595895
0.92032032,1.119510193,1.540010847
0.921316316,1.119380996,1.539427064
0.922312312,1.119252077,1.538844542
0.923308308,1.119123437,1.538263277
0.924304304,1.118995074,1.537683264
0.9253003,1.118866988,1.537104501
0.926296296,1.118739177,1.536526981
0.927292292,1.11861164,1.535950703
0.928288288,1.118484377,1.535375661
0.929284284,1.118357387,1.534801851
0.93028028,1.118230669,1.534229271
0.931276276,1.118104222,1.533657915
0.932272272,1.117978045,1.53308778
0.933268268,1.117852137,1.532518861
0.934264264,1.117726498,1.531951156
0.93526026,1.117601126,1.53138466
0.936256256,1.117476021,1.53081937
0.937252252,1.117351182,1.53025528
0.938248248,1.117226608,1.529692389
0.939244244,1.117102299,1.529130691
0.94024024,1.116978252,1.528570183
0.941236236,1.116854468,1.528010861
0.942232232,1.116730946,1.527452722
0.943228228,1.116607685,1.526895762
0.944224224,1.116484684,1.526339976
0.94522022,1.116361942,1.525785362
0.946216216,1.116239458,1.525231915
0.947212212,1.116117232,1.524679633
0.948208208,1.115995263,1.52412851
0.949204204,1.115873549,1.523578545
0.9502002,1.115752091,1.523029732
0.951196196,1.115630888,1.522482068
0.952192192,1.115509937,1.52193555
0.953188188,1.11538924,1.521390174
0.954184184,1.115268794,1.520845937
0.95518018,1.1151486,1.520302835
0.956176176,1.115028656,1.519760864
0.957172172,1.114908962,1.519220021
0.958168168,1.114789516,1.518680303
0.959164164,1.114670319,1.518141705
0.96016016,1.114551369,1.517604225
0.961156156,1.114432665,1.517067859
0.962152152,1.114314207,1.516532603
0.963148148,1.114195995,1.515998454
0.964144144,1.114078026,1.515465409
0.96514014,1.113960301,1.514933464
0.966136136,1.113842819,1.514402616
0.967132132,1.113725578,1.513872861
0.968128128,1.113608579,1.513344196
0.969124124,1.11349182,1.512816618
0.97012012,1.113375301,1.512290123
0.971116116,1.113259022,1.511764708
0.972112112,1.11314298,1.51124037
0.973108108,1.113027176,1.510717105
0.974104104,1.112911608,1.51019491
0.9751001,1.112796277,1.509673782
0.976096096,1.112681181,1.509153717
0.977092092,1.11256632,1.508634713
0.978088088,1.112451693,1.508116765
0.979084084,1.112337299,1.507599872
0.98008008,1.112223137,1.507084029
0.981076076,1.112109208,1.506569233
0.982072072,1.111995509,1.506055482
0.983068068,1.111882041,1.505542771
0.984064064,1.111768802,1.505031099
0.98506006,1.111655792,1.504520461
0.986056056,1.111543011,1.504010855
0.987052052,1.111430457,1.503502277
0.988048048,1.111318131,1.502994724
0.989044044,1.11120603,1.502488194
0.99004004,1.111094155,1.501982683
0.991036036,1.110982505,1.501478188
0.992032032,1.110871079,1.500974706
0.993028028,1.110759877,1.500472234
0.994024024,1.110648897,1.499970769
0.99502002,1.11053814,1.499470308
0.996016016,1.110427604,1.498970848
0.997012012,1.110317289,1.498472385
0.998008008,1.110207194,1.497974918
0.999004004,1.110097319,1.497478442
1,1.109987662,1.496982956
